종목코드,종목명,시가총액,PER,EPS,PBR,섹터,당일등락(%),ROE(%),부채비율(%),매출증가율(%),영업이익증가율(%),기준일자
205100,엑셈,992,15.25,92.0,0.82,IT 서비스,0.07,10.52,10.33,15.39,0.0,2026-06-25
053260,금강철강,988,-1760.0,-3.0,0.65,금속,-8.49,0.43,22.47,-10.15,-97.17,2026-06-25
0011A0,액스비스,987,14.7,719.0,2.62,전기·전자,-4.77,0.0,75.48,40.29,0.0,2026-06-25
041520,이엘씨,979,11.84,678.0,0.54,의료·정밀기기,-0.99,6.13,9.07,29.73,0.0,2026-06-25
212560,네오오토,978,0.0,0.0,0.0,운송장비·부품,2.1,0.0,0.0,0.0,0.0,2026-06-25
141000,비아트론,978,9.09,888.0,0.45,기계·장비,-0.74,2.56,14.66,-40.48,0.0,2026-06-25
040300,YTN,977,-4.63,-443.0,0.39,오락·문화,-0.49,-7.99,57.63,0.54,0.0,2026-06-25
054540,삼영엠텍,975,11.98,626.0,1.22,금속,-1.96,11.89,126.58,396.99,95.57,2026-06-25
059210,메타바이오메드,974,8.6,417.0,0.78,제약,0.28,8.69,48.36,-11.84,-13.59,2026-06-25
156100,엘앤케이바이오,973,-5.44,-801.0,2.09,의료·정밀기기,-4.29,-14.27,115.61,6.83,0.0,2026-06-25
074430,아미노로직스,973,27.7,40.0,1.74,제약,3.07,4.05,53.43,13.87,23.05,2026-06-25
066790,씨씨에스,973,-10.74,-139.0,3.55,오락·문화,0.0,-36.3,17.15,-2.36,0.0,2026-06-25
317770,엑스페릭스,973,-4.11,-646.0,1.09,전기·전자,11.55,-18.42,33.82,34.74,0.0,2026-06-25
068240,다원시스,966,-0.49,-5162.0,-0.19,전기·전자,0.0,0.0,0.0,-52.31,0.0,2026-06-25
323990,박셀바이오,966,-8.99,-462.0,1.3,일반서비스,-5.46,-13.66,6.88,13737.28,0.0,2026-06-25
096240,크레버스,963,15.13,593.0,1.61,일반서비스,-0.22,11.69,270.86,-3.01,-7.18,2026-06-25
071280,로체시스템즈,961,7.84,801.0,0.7,기계·장비,-2.03,8.96,25.63,32.42,-15.25,2026-06-25
008830,대동기어,958,82.0,130.0,1.12,기계·장비,-3.18,1.35,191.53,-8.6,-44.81,2026-06-25
228850,레이언스,957,-18.14,-318.0,0.38,의료·정밀기기,-0.17,0.16,13.11,34.88,0.0,2026-06-25
120240,대정화금,956,9.88,1346.0,0.55,화학,-0.75,5.7,16.82,-1.05,-22.88,2026-06-25
309960,LB인베스트먼트,953,7.66,536.0,0.74,금융,-0.12,10.82,13.91,147.77,107.21,2026-06-25
452190,한빛레이저,953,38.32,104.0,3.04,기계·장비,-4.55,13.75,31.24,690.48,0.0,2026-06-25
088130,동아엘텍,948,1.93,2811.0,0.56,기계·장비,-0.55,29.19,114.69,54.18,0.0,2026-06-25
282720,금양그린파워,937,3865.0,2.0,0.98,건설,5.75,-0.64,91.68,55.52,0.0,2026-06-25
198440,강동씨앤엘,935,-9.25,-166.0,0.7,비금속,-29.1,-6.81,227.6,-6.22,0.0,2026-06-25
100700,세운메디칼,935,7.85,272.0,0.6,제약,-1.16,8.44,7.1,5.71,22.73,2026-06-25
096250,와이즈넛,931,52.99,134.0,1.37,IT 서비스,3.35,6.76,12.42,33.79,0.0,2026-06-25
255440,야스,930,-16.87,-422.0,0.64,기계·장비,-0.42,3.81,44.88,709.99,0.0,2026-06-25
352090,스톰테크,924,9.05,380.0,0.99,화학,-0.43,12.01,56.83,8.62,27.92,2026-06-25
396270,넥스트칩,921,-3.27,-856.0,7.69,전기·전자,1.63,-108.47,530.27,99.65,0.0,2026-06-25
307930,컴퍼니케이,919,0.0,0.0,0.0,금융,1.55,0.0,0.0,0.0,0.0,2026-06-25
044990,에이치엔에스하이텍,918,10.73,1113.0,0.83,전기·전자,-2.93,8.56,16.76,9.31,-28.0,2026-06-25
489460,바이오비쥬,918,20.47,298.0,1.48,화학,10.31,0.0,6.86,-30.83,23.86,2026-06-25
290740,액트로,916,12.41,733.0,1.14,전기·전자,-5.7,13.43,49.79,-8.24,0.0,2026-06-25
002230,피에스텍,915,10.34,473.0,0.61,의료·정밀기기,-1.21,11.38,29.51,-31.71,-76.45,2026-06-25
104460,디와이피엔에프,915,3.66,2378.0,0.55,기계·장비,-1.47,13.37,64.09,-35.26,-70.84,2026-06-25
475230,엔알비,912,-144.31,-58.0,1.03,금속,-5.53,-4.46,140.03,60.71,191.32,2026-06-25
172670,에이엘티,912,-10.17,-1001.0,0.97,전기·전자,-0.1,-7.78,113.67,37.03,0.0,2026-06-25
049950,미래컴퍼니,911,-3.64,-2835.0,0.81,기계·장비,-0.29,-14.28,16.89,67.56,0.0,2026-06-25
035610,솔본,911,4.36,763.0,0.43,일반서비스,-2.77,14.94,20.22,42.22,0.0,2026-06-25
396470,워트,908,25.48,221.0,1.37,기계·장비,-1.92,5.06,3.56,-5.77,-6.91,2026-06-25
246710,티앤알바이오팹,908,-1.92,-993.0,3.93,제약,-1.55,-154.6,330.34,46.45,0.0,2026-06-25
250060,모비스,907,9.83,287.0,2.57,IT 서비스,0.53,32.31,42.94,-73.66,0.0,2026-06-25
337930,젝시믹스,905,7.66,398.0,0.78,IT 서비스,-0.16,10.59,57.34,4.45,39.05,2026-06-25
451220,아이엠티,902,92.34,124.0,2.92,기계·장비,-6.76,10.02,128.37,116.48,0.0,2026-06-25
054920,한컴위드,902,11.49,278.0,0.55,IT 서비스,-4.48,4.06,63.1,3.9,-97.09,2026-06-25
330350,위더스제약,900,18.84,362.0,0.97,제약,-9.19,5.22,44.64,28.21,-28.43,2026-06-25
086960,MDS테크,897,9.64,221.0,0.59,IT 서비스,-1.16,6.67,42.69,15.69,205.54,2026-06-25
396300,세아메카닉스,894,35.16,96.0,1.23,금속,-2.74,3.59,84.09,6.41,0.0,2026-06-25
065450,빅텍,894,19.68,154.0,1.43,의료·정밀기기,-2.26,7.63,109.91,39.86,151.25,2026-06-25
203690,아크솔루션스,892,-6.32,-700.0,3.41,종이·목재,0.0,-37.71,59.66,33.89,0.0,2026-06-25
322180,LS티라유텍,892,-10.92,-380.0,1.31,IT 서비스,-7.26,-15.62,73.84,15.35,0.0,2026-06-25
035080,그래디언트,892,-2.98,-2617.0,0.2,유통,1.96,-6.15,152.57,12.6,0.0,2026-06-25
365330,에스와이스틸텍,890,-34.76,-51.0,0.93,금속,-2.69,0.0,31.97,-34.16,0.0,2026-06-25
109610,에스와이,886,-6.27,-289.0,0.5,금속,-1.58,-7.81,105.67,8.6,0.0,2026-06-25
192410,오늘이엔엠,882,-0.55,-6389.0,25.55,전기·전자,0.0,-447.32,1191.29,69.05,0.0,2026-06-25
136150,원일티엔아이,882,0.0,0.0,0.0,기계·장비,4.06,0.0,0.0,0.0,0.0,2026-06-25
040420,정상제이엘에스,880,13.26,423.0,1.0,일반서비스,0.0,8.08,34.0,-1.24,1.66,2026-06-25
217820,원익피앤이,879,92.6,20.0,0.8,기계·장비,-5.51,-15.2,230.32,-82.36,0.0,2026-06-25
389030,지니너스,876,-4.27,-521.0,8.15,일반서비스,-1.77,-71.93,109.73,-9.24,0.0,2026-06-25
072020,중앙백신,876,0.0,0.0,0.0,제약,0.65,0.0,0.0,0.0,0.0,2026-06-25
042500,링네트,875,8.03,489.0,0.67,IT 서비스,-0.13,10.3,40.49,45.17,193.59,2026-06-25
029480,광무,873,-2.89,-506.0,0.41,전기·전자,1.32,14.33,8.07,-19.02,0.0,2026-06-25
032300,한국파마,873,22.99,348.0,1.22,제약,-0.62,5.42,57.31,-2.36,-2.92,2026-06-25
115440,우리넷,871,23.74,340.0,0.88,전기·전자,-5.83,1.07,38.04,-22.54,0.0,2026-06-25
263720,디앤씨미디어,869,10.99,637.0,0.91,오락·문화,-4.89,8.83,19.81,-2.79,54.51,2026-06-25
025950,동신건설,868,0.0,0.0,0.0,건설,-3.91,0.0,0.0,0.0,0.0,2026-06-25
382840,원준,867,-6.6,-861.0,0.82,기계·장비,-3.73,-14.44,67.44,-99.37,0.0,2026-06-25
066980,한성크린텍,867,835.0,2.0,1.44,일반서비스,-7.99,-3.97,145.77,-4.31,0.0,2026-06-25
047820,초록뱀미디어,864,30.74,115.0,0.32,오락·문화,-1.53,0.1,30.08,-51.14,0.0,2026-06-25
000440,중앙에너비스,864,-77.54,-179.0,1.18,유통,0.0,-2.07,9.22,-10.7,0.0,2026-06-25
100130,동국S&C,857,-51.72,-29.0,0.45,금속,0.81,-5.26,37.9,-64.96,0.0,2026-06-25
182360,큐브엔터,857,-16.16,-341.0,0.51,오락·문화,-5.81,-2.39,59.81,-5.71,0.0,2026-06-25
099750,이지케어텍,855,37.26,168.0,2.32,IT 서비스,-0.16,7.64,35.5,-5.16,14.6,2026-06-25
005860,한일사료,855,13.4,162.0,0.52,음식료·담배,-2.91,4.72,23.39,15.8,250.32,2026-06-25
052900,KX하이텍,855,14.62,80.0,0.56,화학,-5.26,6.13,42.54,35.75,351.31,2026-06-25
023900,풍국주정,853,8.34,812.0,0.5,음식료·담배,-3.01,5.6,15.8,-7.39,-24.57,2026-06-25
047560,이스트소프트,852,-4.77,-1520.0,1.5,IT 서비스,-2.29,-24.18,205.32,22.95,0.0,2026-06-25
063080,컴투스홀딩스,849,7.75,1661.0,0.33,IT 서비스,11.91,1.94,120.07,-29.57,0.0,2026-06-25
093920,서원인텍,849,12.9,354.0,0.4,전기·전자,-0.22,3.61,16.24,-32.68,-16.15,2026-06-25
063170,서울옥션,848,-9.66,-494.0,0.82,유통,11.19,-6.21,145.79,309.83,0.0,2026-06-25
078890,가온그룹,848,12.45,370.0,0.64,전기·전자,-4.86,5.75,247.58,-4.34,2448.65,2026-06-25
493330,지에프아이,845,-24.72,-445.0,1.59,기계·장비,-3.51,0.0,20.0,215.09,110.36,2026-06-25
357230,에이치피오,844,10.17,201.0,0.56,음식료·담배,-1.21,6.54,38.33,14.09,112.51,2026-06-25
298540,더네이쳐홀딩스,843,12.57,463.0,0.24,섬유·의류,-0.17,-0.62,73.78,-12.43,0.0,2026-06-25
049080,기가레인,843,-7.94,-125.0,2.04,전기·전자,0.0,-26.47,129.81,14.75,0.0,2026-06-25
265740,엔에프씨,843,0.0,0.0,0.0,화학,-1.56,0.0,0.0,0.0,0.0,2026-06-25
331740,아우토크립트,843,-6.13,-1411.0,2.68,IT 서비스,-1.82,0.0,131.97,8.9,0.0,2026-06-25
226400,오스테오닉,841,11.21,363.0,1.21,의료·정밀기기,-0.73,14.33,58.62,35.39,55.69,2026-06-25
004650,창해에탄올,841,6.34,1443.0,0.49,음식료·담배,-3.28,9.65,36.61,-5.7,2.9,2026-06-25
049180,셀루메드,840,-24.61,-41.0,6.59,제약,0.0,-13.54,186.87,-40.33,0.0,2026-06-25
183490,엔지켐생명과학,838,-4.65,-213.0,0.54,제약,0.0,-11.88,7.45,-28.34,0.0,2026-06-25
014950,삼익제약,837,-101.95,-82.0,1.11,제약,-2.79,0.0,23.85,10.39,-8.46,2026-06-25
290660,네오펙트,835,-7.86,-248.0,2.77,의료·정밀기기,3.83,-35.04,44.53,-15.95,0.0,2026-06-25
456070,이엔셀,833,-4.72,-1598.0,1.69,제약,-3.82,-35.3,15.73,-31.51,0.0,2026-06-25
037760,쎄니트,827,-17.1,-143.0,0.89,금속,0.62,-4.41,133.34,8.38,0.0,2026-06-25
215100,로보로보,826,-60.6,-67.0,2.76,전기·전자,-2.05,-7.51,7.14,-11.07,0.0,2026-06-25
033290,로젠,825,3.93,374.0,0.19,유통,-0.68,4.77,144.24,0.74,-63.77,2026-06-25
203400,에이비온,821,-2.01,-454.0,1.2,일반서비스,-5.1,-63.36,19.3,30.69,0.0,2026-06-25
418470,KT밀리의서재,821,0.0,0.0,0.0,IT 서비스,-0.83,0.0,0.0,0.0,0.0,2026-06-25
234030,싸이닉솔루션,821,44.05,79.0,2.25,전기·전자,-1.42,0.0,87.85,28.82,0.0,2026-06-25
086710,선진뷰티사이언스,819,13.75,488.0,0.95,화학,0.15,5.98,104.75,1.09,-59.32,2026-06-25
130580,나이스디앤비,818,6.33,839.0,0.71,일반서비스,0.19,13.01,19.67,3.7,101.76,2026-06-25
214680,디알텍,816,-3.25,-301.0,1.09,의료·정밀기기,-0.2,-27.39,169.16,25.53,0.0,2026-06-25
175250,아이큐어,815,-2.42,-895.0,3.08,화학,0.0,-74.79,253.22,45.46,0.0,2026-06-25
173130,오파스넷,815,6.44,971.0,1.26,IT 서비스,-5.3,24.12,116.8,-14.14,148.97,2026-06-25
024830,세원물산,814,3.71,2631.0,0.21,운송장비·부품,-3.08,5.95,24.65,19.61,-77.29,2026-06-25
107600,새빗켐,813,-6.62,-2178.0,1.36,화학,-1.97,-18.45,77.6,-34.04,0.0,2026-06-25
412540,제일엠앤에스,811,-5.16,-762.0,-7.08,기계·장비,0.0,0.0,0.0,-89.18,-96.22,2026-06-25
085670,뉴프렉스,809,9.17,360.0,0.74,전기·전자,-5.58,9.02,49.93,-4.54,-56.65,2026-06-25
036220,오상헬스케어,808,26.4,214.0,0.28,의료·정밀기기,-1.22,-1.57,21.34,-28.8,0.0,2026-06-25
078140,대봉엘에스,808,8.04,907.0,0.57,제약,-0.27,5.32,55.39,12.04,-44.9,2026-06-25
009300,삼아제약,808,6.25,2031.0,0.34,제약,-0.39,3.97,9.84,-28.05,-72.0,2026-06-25
102370,케이옥션,805,-15.8,-187.0,0.73,유통,7.45,-4.02,86.53,-34.7,0.0,2026-06-25
091440,한울소재과학,803,-1.93,-1243.0,2.16,전기·전자,-4.56,-76.85,252.35,-48.67,0.0,2026-06-25
323350,다원넥스뷰,803,-19.4,-517.0,5.23,기계·장비,-4.57,-43.38,82.94,75.55,0.0,2026-06-25
038110,에코플라스틱,802,40.56,48.0,0.22,운송장비·부품,-4.56,-1.71,389.76,-0.9,-65.63,2026-06-25
330730,스톤브릿지벤처스,802,34.69,127.0,0.89,금융,0.34,2.63,8.33,-25.4,-47.61,2026-06-25
357580,아모센스,801,154.32,44.0,1.77,전기·전자,-1.88,0.07,188.62,-10.66,-65.33,2026-06-25
223250,드림씨아이에스,800,10.87,299.0,1.01,일반서비스,-3.7,8.34,84.77,22.87,-59.4,2026-06-25
0004V0,엔비알모션,799,-6.1,-1260.0,2.32,금속,-5.77,0.0,138.29,-3.75,0.0,2026-06-25
381620,제닉스로보틱스,798,-10.9,-558.0,1.63,기계·장비,-5.0,0.0,58.94,-21.52,0.0,2026-06-25
290720,푸드나무,798,30.41,74.0,2.21,유통,-6.44,-15.84,178.05,-27.77,0.0,2026-06-25
362320,청담글로벌,797,42.36,89.0,0.88,유통,-8.5,6.41,83.49,-10.98,-29.19,2026-06-25
222160,NPX,796,-5.06,-1588.0,17.71,기계·장비,0.0,-127.47,78.5,-40.49,0.0,2026-06-25
212710,아이에스티이,795,-16.62,-497.0,3.78,전기·전자,-0.12,-17.3,186.44,-38.21,74.46,2026-06-25
048530,인트론바이오,794,-9.81,-262.0,1.16,제약,2.19,-11.66,6.37,-10.56,0.0,2026-06-25
062970,한국첨단소재,792,-1.46,-952.0,5.03,전기·전자,-6.03,-224.4,477.05,-54.87,0.0,2026-06-25
090470,제이스로보틱스,791,-3.19,-1417.0,0.58,기계·장비,0.89,-18.24,52.11,141.53,0.0,2026-06-25
457370,한켐,791,11.47,855.0,1.43,화학,-6.21,15.21,14.29,36.22,30.19,2026-06-25
053580,웹케시,788,11.58,525.0,0.76,IT 서비스,4.11,0.0,0.0,0.0,0.0,2026-06-25
083790,CG인바이츠,788,-26.97,-38.0,0.9,일반서비스,2.4,-3.32,92.18,74.43,0.0,2026-06-25
303810,동국생명과학,785,29.23,84.0,0.65,제약,-0.2,2.58,82.14,9.7,39.7,2026-06-25
042510,라온시큐어,785,23.41,302.0,1.42,IT 서비스,-2.62,8.37,33.63,-13.49,0.0,2026-06-25
131400,이브이첨단소재,784,-4.2,-313.0,0.76,전기·전자,-1.2,-13.06,28.38,-17.88,-59.0,2026-06-25
451250,삐아,784,16.35,469.0,1.7,화학,1.59,12.21,25.13,31.03,133.63,2026-06-25
189330,씨이랩,779,-20.8,-399.0,3.1,IT 서비스,1.22,-25.13,10.53,41.81,0.0,2026-06-25
238090,앤디포스,778,11.49,222.0,0.61,화학,-10.05,3.37,22.65,-12.6,-50.14,2026-06-25
360070,탑머티리얼,777,0.0,0.0,0.0,전기·전자,-5.38,0.0,74.86,84.35,0.0,2026-06-25
111710,남화산업,776,0.0,0.0,0.0,오락·문화,-21.05,0.0,0.0,0.0,0.0,2026-06-25
054670,대한뉴팜,775,5.01,1078.0,0.6,제약,-0.18,13.18,76.41,-1.0,-0.77,2026-06-25
045970,코아시아,775,-5.53,-533.0,0.94,전기·전자,-1.83,-12.73,239.45,17.18,0.0,2026-06-25
302550,리메드,773,147.06,17.0,1.93,의료·정밀기기,-4.03,2.94,39.51,11.37,81.34,2026-06-25
004590,한국가구,771,5.4,952.0,0.39,유통,-0.39,7.42,31.97,27.63,3.66,2026-06-25
043610,KT지니뮤직,770,-2.8,-474.0,0.54,오락·문화,-1.49,-17.1,54.76,8.46,22.9,2026-06-25
065170,비엘팜텍,765,-4.36,-629.0,9.26,유통,29.86,-91.07,81.47,-49.23,0.0,2026-06-25
058630,엠게임,762,4.84,820.0,0.56,IT 서비스,-0.13,11.25,21.62,-10.48,-51.05,2026-06-25
0015S0,페스카로,760,25.33,304.0,1.22,일반서비스,-1.41,0.0,8.96,105.16,543.46,2026-06-25
234300,에스트래픽,758,15.82,176.0,0.74,IT 서비스,-1.94,1.51,65.07,-57.67,0.0,2026-06-25
162300,신스틸,757,57.03,32.0,0.87,금속,-2.72,-0.46,177.26,-0.3,-75.78,2026-06-25
024880,케이피에프,756,3.99,940.0,0.28,금속,-2.72,7.28,107.27,-6.03,-43.38,2026-06-25
101330,모베이스,752,6.45,504.0,0.2,전기·전자,-2.69,6.06,130.28,-5.47,19.22,2026-06-25
067370,선바이오,752,-771.25,-8.0,2.78,제약,0.33,-0.38,125.34,-29.36,0.0,2026-06-25
066590,스모트로닉,750,-7.11,-273.0,0.95,운송장비·부품,0.0,-6.34,235.41,7.72,381.9,2026-06-25
089230,THE E&M,748,-2.41,-809.0,2.7,IT 서비스,-2.6,-129.67,110.93,97.77,0.0,2026-06-25
019550,SBI인베스트먼트,747,13.17,70.0,1.08,금융,1.77,8.64,3.11,-2.03,37.51,2026-06-25
129920,대성하이텍,744,-11.62,-394.0,1.08,기계·장비,-7.75,-38.09,363.76,-4.03,0.0,2026-06-25
065510,휴비츠,743,-16.46,-415.0,0.68,의료·정밀기기,-0.73,-3.39,101.07,-0.7,-19.86,2026-06-25
019540,일지테크,742,1.62,3380.0,0.38,운송장비·부품,-1.08,29.63,216.71,8.2,15.16,2026-06-25
066700,테라젠이텍스,741,6.81,293.0,0.53,제약,-2.25,7.66,66.63,1.99,-56.81,2026-06-25
036000,예림당,741,-8.48,-379.0,0.61,오락·문화,2.06,-14.76,148.08,-12.01,0.0,2026-06-25
017650,대림제지,741,11.84,712.0,0.26,종이·목재,0.96,1.35,16.33,-0.23,-85.23,2026-06-25
011370,서한,740,2.55,287.0,0.14,건설,-5.42,3.76,136.65,-31.25,-61.92,2026-06-25
054040,한국컴퓨터,739,3.6,1279.0,0.37,전기·전자,-1.71,15.79,78.03,22.47,402.13,2026-06-25
053280,예스24,738,-7.14,-413.0,0.43,유통,-1.99,-8.25,181.16,-7.39,-84.74,2026-06-25
131370,알서포트,736,41.88,33.0,0.74,IT 서비스,-4.29,0.89,13.66,-2.23,0.0,2026-06-25
142280,녹십자엠에스,734,18.14,169.0,1.5,제약,1.83,10.52,95.63,-11.07,-41.09,2026-06-25
124560,태웅로직스,734,-15.28,-124.0,0.29,운송·창고,1.94,-2.5,119.02,1.46,-93.29,2026-06-25
179900,유티아이,734,-1.9,-1957.0,1.11,전기·전자,-9.51,-69.49,308.69,1.42,0.0,2026-06-25
036640,HRS,732,5.41,827.0,0.56,화학,0.34,10.62,20.89,10.85,-2.61,2026-06-25
307870,비투엔,731,-4.41,-223.0,1.85,IT 서비스,-6.29,-30.65,93.58,-29.34,0.0,2026-06-25
058400,KNN,731,6.49,85.0,0.32,오락·문화,-2.13,7.78,6.77,12.91,0.0,2026-06-25
066310,큐에스아이,731,29.08,271.0,0.82,전기·전자,-4.6,5.29,7.22,9.07,0.0,2026-06-25
067170,오텍,728,-7.14,-377.0,0.58,운송장비·부품,1.7,-16.78,346.65,-7.92,0.0,2026-06-25
225530,HC보광산업,727,-28.99,-69.0,0.79,비금속,-2.68,-2.41,92.46,-4.61,0.0,2026-06-25
040910,아이씨디,726,-39.17,-102.0,0.66,기계·장비,1.01,1.6,86.92,28.58,0.0,2026-06-25
170030,현대공업,721,6.09,772.0,0.43,운송장비·부품,-0.32,9.81,72.16,8.34,594.73,2026-06-25
012700,리드코프,720,5.45,505.0,0.16,유통,-0.72,4.69,151.6,29.24,-49.47,2026-06-25
478560,블랙야크아이앤씨,719,-12.16,-229.0,1.88,섬유·의류,-0.71,-6.99,164.78,140.65,134.42,2026-06-25
234920,자이글,718,-10.62,-500.0,2.81,전기·전자,0.0,-24.2,122.31,191.26,0.0,2026-06-25
389140,포바이포,718,-6.05,-831.0,1.8,오락·문화,-3.82,-30.92,101.96,8.19,0.0,2026-06-25
299660,셀리드,717,-3.96,-614.0,1.06,일반서비스,0.0,-26.74,48.6,0.0,0.0,2026-06-25
052420,오성첨단소재,717,2.07,3562.0,0.24,화학,1.1,16.86,25.42,6.74,45.21,2026-06-25
263800,데이타솔루션,716,294.0,15.0,2.1,유통,0.0,0.7,111.42,10.9,-95.38,2026-06-25
059270,해성에어로보틱스,715,-133.33,-48.0,1.81,금속,-6.3,-1.33,7.0,9.17,0.0,2026-06-25
011320,유니크,714,6.61,559.0,0.52,운송장비·부품,-2.38,9.99,126.17,9.42,54.66,2026-06-25
347890,엠엑스온,714,41.68,101.0,0.92,의료·정밀기기,-2.55,0.0,65.33,297.66,-55.97,2026-06-25
041930,동아화성,712,2.69,1743.0,0.37,화학,-1.78,11.57,66.59,-7.91,-24.86,2026-06-25
251120,바이오에프디엔씨,709,15.73,518.0,1.07,제약,-0.61,7.39,6.63,3.04,-3.6,2026-06-25
067000,조이시티,708,-7.67,-132.0,0.82,IT 서비스,0.8,-10.84,147.15,29.2,-85.68,2026-06-25
036090,위지트,706,9.09,197.0,0.48,기계·장비,-7.25,5.36,71.86,1.65,-12.14,2026-06-25
060590,씨티씨바이오,706,21.79,134.0,0.96,제약,-2.01,8.34,92.4,16.94,414.08,2026-06-25
214260,라파스,705,-16.32,-484.0,2.34,화학,-1.5,-13.79,142.07,-4.21,0.0,2026-06-25
171120,라이온켐텍,705,8.29,237.0,0.5,화학,0.77,11.06,19.11,45.9,0.0,2026-06-25
348350,위드텍,703,11.14,633.0,0.54,의료·정밀기기,-3.69,8.14,23.85,-14.29,0.0,2026-06-25
217330,싸이토젠,700,-5.66,-534.0,1.97,일반서비스,-5.91,-27.99,67.22,13.98,0.0,2026-06-25
052860,아이앤씨,699,15.29,256.0,1.83,전기·전자,-3.33,15.44,50.55,-4.45,81.84,2026-06-25
208370,셀바스헬스케어,699,17.98,151.0,0.98,의료·정밀기기,-3.89,22.8,9.2,-8.76,91.55,2026-06-25
377480,마음AI,698,-8.95,-1096.0,2.71,IT 서비스,-4.48,-25.09,120.36,-16.46,0.0,2026-06-25
443670,에스피소프트,698,18.19,155.0,1.02,IT 서비스,-4.24,6.48,24.87,-4.36,31.94,2026-06-25
261780,차백신연구소,697,0.0,0.0,0.0,일반서비스,-2.45,0.0,0.0,0.0,0.0,2026-06-25
073640,테라사이언스,696,-4.06,-161.0,2.31,금속,0.0,-30.37,110.01,0.05,0.0,2026-06-25
388870,파로스아이바이오,696,-6.47,-831.0,5.0,일반서비스,-3.24,-72.06,135.61,0.0,0.0,2026-06-25
463020,뉴엔AI,693,-8.46,-922.0,2.42,IT 서비스,-4.18,-35.79,40.95,10.27,-70.93,2026-06-25
196490,디에이테크놀로지,691,-4.19,-1454.0,-3.26,기계·장비,0.0,0.0,0.0,-41.03,0.0,2026-06-25
208140,정다운,690,11.34,186.0,0.53,음식료·담배,-0.94,4.77,75.1,-14.32,51.3,2026-06-25
017480,삼현철강,690,12.72,351.0,0.36,금속,-3.88,2.83,11.1,-14.78,-63.4,2026-06-25
424960,스마트레이더시스템,689,-22.23,-188.0,3.6,의료·정밀기기,1.33,-9.3,94.98,-28.42,0.0,2026-06-25
417970,모델솔루션,688,10.07,1068.0,0.95,기계·장비,-4.78,9.82,34.72,12.45,92.78,2026-06-25
067570,엔브이에이치코리아,688,-5.25,-311.0,0.33,운송장비·부품,-2.16,-14.66,388.56,-7.47,-30.86,2026-06-25
026150,특수건설,687,-3.52,-1113.0,0.8,건설,-0.89,-29.91,129.29,16.0,296.88,2026-06-25
020710,시공테크,683,2.24,1521.0,0.35,일반서비스,-2.58,15.82,36.67,-51.51,0.0,2026-06-25
043650,국순당,682,10.91,350.0,0.25,음식료·담배,-13.18,2.47,8.05,1.5,-65.06,2026-06-25
110790,크리스에프앤씨,682,5.31,548.0,0.17,섬유·의류,-1.85,-2.89,98.84,3.63,0.0,2026-06-25
382480,지아이텍,681,75.26,23.0,0.8,기계·장비,-2.75,4.05,36.56,75.66,0.0,2026-06-25
332370,아이디피,681,6.61,776.0,0.89,전기·전자,0.59,17.31,10.66,13.54,30.75,2026-06-25
228670,레이,680,21.64,201.0,0.89,의료·정밀기기,0.0,4.6,124.68,4.94,0.0,2026-06-25
105740,디케이락,680,10.08,664.0,0.5,기계·장비,-4.97,5.53,75.88,55.71,-83.15,2026-06-25
464490,쿼드메디슨,677,-8.21,-719.0,2.17,제약,-5.9,-46.18,73.26,-76.98,0.0,2026-06-25
217190,제너셈,677,72.54,71.0,1.35,기계·장비,0.0,1.01,81.85,-20.18,0.0,2026-06-25
265560,영화테크,677,3.55,1783.0,0.71,운송장비·부품,-2.47,25.25,28.9,-8.79,-14.39,2026-06-25
094860,네오리진,677,-2.61,-489.0,1.35,IT 서비스,-3.85,-22.46,37.6,-33.03,0.0,2026-06-25
100590,머큐리,676,-25.29,-156.0,0.44,전기·전자,0.77,1.01,29.46,20.9,0.0,2026-06-25
373200,엑스플러스,676,-26.21,-103.0,2.89,기타제조,1.31,-26.57,219.73,243.1,0.0,2026-06-25
032540,TJ미디어,675,16.91,191.0,0.81,전기·전자,0.0,4.48,62.02,-18.6,0.0,2026-06-25
126880,제이엔케이글로벌,675,23.1,126.0,0.43,기계·장비,0.52,2.71,93.0,42.14,0.0,2026-06-25
054620,APS,675,-20.85,-176.0,0.31,금융,-1.21,3.11,64.26,8.71,0.0,2026-06-25
061040,알에프텍,674,-1.74,-4285.0,0.24,전기·전자,-1.32,-15.7,105.29,3.64,0.0,2026-06-25
128660,피제이메탈,671,8.78,308.0,0.91,금속,0.0,9.18,119.88,22.34,67.75,2026-06-25
460940,피앤에스로보틱스,671,23.54,212.0,1.53,의료·정밀기기,-4.04,0.0,5.13,-55.36,0.0,2026-06-25
294630,서남,670,-15.3,-166.0,7.74,전기·전자,-4.33,-41.79,53.38,-78.01,0.0,2026-06-25
088390,이녹스,670,2.89,2469.0,0.38,운송장비·부품,-3.51,11.67,57.63,-6.2,-75.53,2026-06-25
045660,에이텍,669,142.11,57.0,0.61,기계·장비,-0.86,-11.61,74.11,69.37,4.24,2026-06-25
014970,삼륭물산,666,11.22,400.0,1.16,종이·목재,-2.81,10.34,80.58,8.14,-38.93,2026-06-25
024740,한일단조,666,45.0,45.0,0.48,운송장비·부품,-4.03,2.15,81.42,19.07,211.66,2026-06-25
109860,동일금속,665,13.19,554.0,0.4,금속,0.41,3.0,18.79,30.94,754.24,2026-06-25
